Number of elem 14133 
0;0;8.479714e-04;9.798035e-04;1.391646e-02;
0;1;6.370332e-04;7.179605e-04;1.173988e-02;
0;2;5.356000e-04;5.909545e-04;9.445021e-03;
1;0;6.356787e-04;7.101452e-04;1.175298e-02;
1;1;6.416732e-04;6.533196e-04;1.284557e-02;
1;2;5.687052e-04;6.625955e-04;9.577665e-03;
2;0;6.297271e-04;-1.942626e-03;-3.083762e-02;
2;1;4.822247e-04;-1.561574e-03;-2.801736e-02;
2;2;3.431747e-04;-1.247075e-03;-3.039360e-02;
3;0;-2.004460e-03;6.130547e-05;2.439575e-02;
3;1;-2.288581e-03;1.654217e-04;2.767283e-02;
3;2;-1.680416e-03;3.039213e-04;1.945652e-02;
4;0;-3.910683e-04;9.326556e-04;1.532707e-02;
4;1;2.862614e-05;6.929590e-04;1.028945e-02;
4;2;-4.517462e-04;2.456029e-04;9.567210e-03;
5;0;-1.443236e-03;1.846922e-03;-6.944444e-04;
5;1;-2.633847e-03;1.510147e-03;-1.298883e-02;
5;2;-1.293403e-03;1.525405e-03;-9.930431e-03;
6;0;9.064982e-04;1.077046e-03;1.369684e-02;
6;1;6.641519e-04;5.997845e-04;1.287025e-02;
6;2;6.442707e-04;7.006971e-04;1.185403e-02;
7;0;7.489714e-04;-1.414904e-03;-1.026548e-03;
7;1;1.391079e-03;-1.294683e-03;4.318433e-03;
7;2;7.938634e-04;-1.447737e-03;4.967622e-03;
8;0;5.399312e-04;2.610270e-04;-1.886604e-02;
8;1;4.617662e-04;3.833744e-04;-2.072010e-02;
8;2;5.605744e-04;2.076487e-04;-2.286932e-02;
9;0;1.225902e-03;-2.256475e-04;4.057490e-03;
9;1;9.097905e-04;-2.817394e-04;5.239638e-03;
9;2;1.536839e-03;-1.381257e-04;8.160729e-03;
10;0;-1.996571e-03;6.883482e-05;2.503997e-02;
10;1;-1.920025e-03;-1.309993e-04;3.064328e-02;
10;2;-2.329210e-03;1.595181e-04;2.670135e-02;
11;0;-7.835600e-04;8.664585e-04;1.473307e-02;
11;1;1.759457e-04;1.015449e-04;1.242652e-02;
11;2;-1.825722e-03;1.107795e-03;7.555455e-03;
12;0;-2.987825e-04;1.219645e-03;-1.519044e-02;
12;1;-3.745864e-04;1.277750e-03;-1.294845e-02;
12;2;-1.603588e-04;8.143220e-04;2.011992e-03;
13;0;8.023139e-04;-1.354644e-03;-2.242722e-04;
13;1;1.067660e-03;-1.399626e-03;5.339001e-05;
13;2;1.221901e-03;-1.349466e-03;3.845597e-03;
14;0;-3.144994e-04;4.650531e-04;8.435628e-03;
14;1;1.104189e-03;-3.627798e-04;1.921080e-02;
14;2;-8.166574e-05;8.831686e-04;1.245026e-02;
15;0;8.905808e-10;-4.521822e-09;-3.742190e-07;
15;1;-6.588981e-08;-1.378058e-08;1.260429e-06;
15;2;6.849396e-08;7.836537e-08;-1.143759e-06;
16;0;-4.417962e-04;-5.509782e-04;1.187345e-03;
16;1;-5.258000e-04;-8.659729e-04;-5.661389e-03;
16;2;-5.347249e-04;-5.273810e-04;-5.285471e-04;
17;0;-1.379086e-04;3.260671e-03;-3.001458e-02;
17;1;2.860364e-03;2.876427e-05;1.528357e-02;
17;2;6.765482e-04;1.441066e-03;-1.011368e-03;
18;0;-6.724948e-05;-9.726281e-05;-8.958985e-04;
18;1;4.280796e-06;3.601751e-05;3.157070e-04;
18;2;7.280699e-05;-3.184541e-05;-3.613246e-04;
19;0;-1.147375e-04;-1.056826e-03;1.295598e-02;
19;1;-7.626774e-04;-1.951648e-03;1.133812e-02;
19;2;-6.160011e-04;-9.400521e-04;1.320985e-02;
20;0;-6.285225e-04;-6.682841e-04;2.092914e-02;
20;1;-1.346730e-03;-5.923585e-04;3.334633e-02;
20;2;-6.656777e-04;-3.539560e-04;3.698547e-02;
21;0;2.478682e-04;7.548701e-04;1.146333e-02;
21;1;1.551328e-04;6.786647e-04;1.090354e-02;
21;2;3.074335e-04;7.510599e-04;1.388194e-02;
22;0;3.876340e-04;6.309385e-04;-1.474546e-02;
22;1;3.443423e-04;4.331151e-04;-1.127086e-02;
22;2;4.801300e-04;9.134241e-04;-2.197811e-02;
23;0;-1.806242e-03;-1.117765e-02;-1.214444e-01;
23;1;9.765217e-04;-6.048266e-03;-1.045020e-01;
23;2;3.967514e-03;-9.082691e-03;-1.093535e-01;
24;0;2.928642e-14;7.787982e-15;4.875314e-13;
24;1;-1.625271e-14;-8.801455e-15;-2.548627e-13;
24;2;3.971421e-15;-3.943853e-16;8.047943e-14;
25;0;4.286598e-04;1.359310e-03;4.404783e-03;
25;1;2.723066e-04;2.672154e-04;-2.464892e-04;
25;2;-1.155053e-04;2.526304e-04;3.445965e-03;
