Number of elem 14133 
0;0;-2.022469e+274;1.194937e+274;4.893567e+275;
0;1;-1.010682e+273;-7.826019e+272;-3.121219e+274;
0;2;2.844381e+274;-1.592491e+274;-6.351791e+275;
1;0;7.294915e+273;2.653552e+273;-1.737526e+275;
1;1;2.840343e+273;1.640094e+273;-1.073573e+275;
1;2;-1.188676e+274;-3.130388e+273;3.072586e+275;
2;0;-nan;-nan;-nan;
2;1;-nan;-nan;-nan;
2;2;-nan;-nan;-nan;
3;0;-9.859886e+254;1.827614e+254;1.669402e+256;
3;1;-2.914849e+254;8.664908e+253;4.636570e+255;
3;2;1.645786e+255;-1.964245e+254;-2.603170e+256;
4;0;1.795206e+294;1.627775e+293;2.115478e+295;
4;1;-3.770829e+294;-4.802985e+293;-4.539520e+295;
4;2;3.582033e+293;2.645015e+292;5.089216e+294;
5;0;-2.203490e+273;2.121038e+273;-2.966528e+274;
5;1;-6.851584e+272;6.703787e+272;-1.165321e+274;
5;2;4.829551e+273;-4.852863e+273;6.702355e+274;
6;0;1.292190e+273;2.016625e+273;-1.266130e+275;
6;1;-1.022635e+273;-1.278166e+273;6.592415e+274;
6;2;-1.741265e+273;-1.866870e+273;8.710777e+274;
7;0;3.319611e+297;-8.768845e+296;5.878097e+298;
7;1;-2.432204e+296;1.878521e+296;-4.664122e+297;
7;2;-3.316519e+297;4.718695e+296;-4.782430e+298;
8;0;-nan;-nan;-nan;
8;1;-nan;-nan;-nan;
8;2;-nan;-nan;-nan;
9;0;3.084647e+276;-1.377764e+275;-4.525850e+277;
9;1;3.043332e+275;-1.271175e+275;-1.156246e+277;
9;2;-1.797372e+276;2.790724e+275;3.282585e+277;
10;0;-7.965064e+253;-1.134905e+254;1.583585e+254;
10;1;1.456219e+254;1.196050e+254;-1.929922e+255;
10;2;-4.007313e+253;-5.861277e+253;1.843458e+254;
11;0;5.350037e+292;2.355228e+293;1.860716e+294;
11;1;-1.133014e+294;-4.801219e+293;-1.323435e+295;
11;2;1.001598e+294;2.610791e+293;7.548303e+294;
12;0;-2.606747e+289;1.397328e+290;-7.273541e+291;
12;1;5.036055e+290;6.786195e+289;9.238134e+291;
12;2;-9.719348e+290;-3.842471e+290;-6.015343e+291;
13;0;3.878688e+296;7.498896e+296;-5.725354e+297;
13;1;2.105884e+297;1.618413e+297;5.720127e+298;
13;2;-1.373869e+297;-1.398695e+297;-3.535743e+298;
14;0;-9.742167e+259;-3.936842e+259;-6.518286e+260;
14;1;-7.274976e+259;-2.549203e+259;-8.387702e+260;
14;2;2.701243e+260;9.504425e+259;2.033985e+261;
15;0;-3.212884e+229;-1.579552e+229;7.976603e+230;
15;1;-6.503067e+229;-3.701994e+229;1.593073e+231;
15;2;1.514634e+230;9.405335e+229;-3.779989e+231;
16;0;-nan;-nan;-nan;
16;1;-nan;-nan;-nan;
16;2;-nan;-nan;-nan;
17;0;-nan;-nan;-nan;
17;1;-nan;-nan;-nan;
17;2;-nan;-nan;-nan;
18;0;-6.003664e+241;-7.160321e+241;-6.402964e+242;
18;1;1.552130e+241;1.275616e+242;8.806708e+242;
