Number of elem 14133 
0;0;2.116143e-75;-5.181393e-76;-3.767722e-74;
0;1;1.381205e-75;-7.448061e-76;-2.693982e-74;
0;2;-5.015573e-75;9.222446e-76;9.550842e-74;
1;0;6.709060e-75;1.556370e-75;-1.346728e-73;
1;1;-1.602195e-76;-5.168675e-76;3.437602e-74;
1;2;-1.988676e-74;-7.017097e-75;3.885089e-73;
2;0;-1.874502e-43;1.707451e-43;3.747613e-42;
2;1;2.441121e-44;-1.156987e-44;-3.298332e-43;
2;2;7.511793e-44;-5.795161e-44;-1.359423e-42;
3;0;-3.748817e-79;6.300301e-80;5.785880e-78;
3;1;-3.932730e-79;6.977060e-80;6.061103e-78;
3;2;1.159913e-78;-2.580102e-79;-1.856341e-77;
4;0;-1.224496e-33;-9.969842e-35;-1.375188e-32;
4;1;-2.596354e-34;4.636324e-35;-2.336656e-33;
4;2;3.100852e-33;3.843179e-34;3.347184e-32;
5;0;1.093157e-52;-1.130656e-52;1.475256e-51;
5;1;-2.554021e-53;1.137090e-53;-1.832439e-52;
5;2;-2.226785e-52;2.231793e-52;-2.909643e-51;
6;0;-5.523236e-76;-2.846344e-76;8.697094e-75;
6;1;1.825358e-77;3.026659e-75;4.997058e-74;
6;2;8.430599e-76;-2.615513e-76;-4.247372e-74;
7;0;1.417359e-34;-2.984920e-35;2.470645e-33;
7;1;-1.191675e-34;3.289965e-35;-1.650359e-33;
7;2;1.521626e-34;-3.903637e-35;1.769839e-33;
8;0;1.703766e-23;1.475399e-25;-3.760637e-22;
8;1;-1.358442e-24;-1.490912e-24;4.794587e-23;
8;2;-4.068237e-23;-3.706307e-24;9.201114e-22;
9;0;-8.950908e-71;-7.399164e-72;1.627726e-69;
9;1;-7.571640e-70;3.278717e-71;1.281454e-68;
9;2;4.802265e-70;8.873648e-71;-4.814867e-69;
10;0;1.995211e-80;2.616722e-80;1.519469e-80;
10;1;-2.443609e-80;-2.855619e-80;1.367152e-79;
10;2;4.663615e-81;2.106424e-80;3.008928e-79;
11;0;-1.011795e-33;-4.902052e-34;-1.019401e-32;
11;1;2.109036e-33;6.990258e-34;2.280128e-32;
11;2;2.693847e-34;1.383381e-34;1.969495e-34;
12;0;2.073581e-34;4.579863e-36;4.609704e-33;
12;1;1.282583e-35;-5.777659e-35;2.745309e-33;
12;2;-3.080224e-34;1.605635e-34;-1.006723e-32;
13;0;7.871002e-35;4.554359e-35;1.883113e-33;
13;1;-7.148410e-37;-4.989143e-36;-1.048184e-34;
13;2;-2.316335e-35;-1.236328e-35;-7.473245e-34;
14;0;5.848305e-89;2.079339e-89;5.614044e-88;
14;1;-4.442550e-89;-1.589644e-89;-6.148318e-88;
14;2;-7.470229e-89;-2.575387e-89;-5.226962e-88;
15;0;3.420715e-110;3.680573e-110;-8.245708e-109;
15;1;5.979909e-109;3.126964e-109;-1.509211e-107;
15;2;-1.288618e-108;-6.700249e-109;3.190283e-107;
16;0;8.796072e-20;-4.470928e-20;-1.506409e-18;
16;1;3.580598e-19;3.475373e-19;1.448943e-17;
16;2;-9.281494e-20;-9.313673e-21;-3.376731e-18;
17;0;2.120008e-19;-2.037919e-19;5.536489e-18;
17;1;-6.660627e-19;4.125621e-19;-1.233917e-17;
17;2;1.202023e-20;-3.517756e-20;1.183580e-18;
18;0;4.562996e-110;1.082441e-109;1.077410e-108;
18;1;-2.180506e-111;-5.106755e-110;-3.681487e-109;
18;2;-3.254646e-110;-2.365470e-110;-2.747980e-109;
19;0;7.234922e-27;-3.389856e-27;-9.571966e-26;
19;1;-5.482259e-27;-2.521862e-27;-4.606232e-26;
19;2;-2.613847e-27;7.085661e-27;1.261801e-25;
20;0;-6.011250e-06;6.191399e-08;-1.030261e-04;
20;1;2.736554e-07;1.572597e-06;-8.808981e-05;
20;2;1.194525e-05;-1.402042e-05;4.864318e-04;
21;0;3.468152e-53;-3.029140e-53;8.533803e-52;
21;1;-3.695301e-52;1.046091e-52;-7.618740e-51;
21;2;1.179728e-52;-3.386608e-53;2.898850e-51;
22;0;-2.419507e-19;2.498523e-21;4.435631e-18;
22;1;3.722596e-19;-1.670593e-21;-7.044558e-18;
22;2;2.509008e-19;2.201420e-20;-6.479765e-18;
23;0;3.537898e-02;4.114443e-02;6.542909e-01;
23;1;2.091699e-02;1.257968e-02;6.239663e-01;
23;2;2.791643e-02;7.969913e-03;3.470177e-01;
24;0;1.772151e-144;6.455055e-145;3.774915e-143;
24;1;1.101316e-144;3.986970e-145;2.079001e-143;
24;2;-1.426294e-144;-5.195255e-145;-2.902678e-143;
25;0;-2.720684e-78;-2.774151e-78;-3.890030e-77;
25;1;1.158989e-77;1.290546e-77;2.559491e-76;
25;2;-4.528536e-78;-4.841620e-78;-1.051867e-76;
26;0;5.732529e-21;2.232392e-20;2.810147e-19;
26;1;3.538155e-21;-6.774910e-21;-5.562271e-20;
26;2;1.655220e-21;-2.367269e-21;-5.657155e-20;
27;0;5.852945e-36;1.242016e-35;-2.656971e-34;
27;1;-5.161391e-36;-7.871931e-36;1.438486e-34;
27;2;4.764669e-36;7.735302e-36;-1.006554e-34;
28;0;-7.770460e-125;6.466261e-125;9.099965e-124;
28;1;5.599393e-124;-4.284855e-124;-8.214120e-123;
28;2;-2.359563e-124;1.846963e-124;3.626302e-123;
29;0;9.976088e-06;-2.844658e-05;-1.118216e-05;
29;1;2.948563e-05;1.328163e-04;2.215178e-03;
29;2;5.539373e-05;2.069192e-04;3.397850e-03;
30;0;3.744676e-34;4.440825e-34;5.981870e-33;
30;1;-3.042119e-34;-2.733947e-34;-6.062613e-33;
30;2;5.238375e-34;3.242079e-34;1.196213e-32;
31;0;1.846242e-162;4.851611e-162;6.823766e-161;
31;1;1.767370e-162;-6.722082e-162;-1.315548e-160;
31;2;-4.488502e-162;8.843220e-163;6.835663e-161;
32;0;3.589294e-52;-7.144056e-53;1.178863e-51;
32;1;6.816644e-53;-1.406748e-53;2.164750e-52;
32;2;-2.115807e-52;4.077516e-53;-6.881189e-52;
33;0;-1.479697e-193;-4.748733e-194;-2.831871e-192;
33;1;6.981015e-194;2.353746e-194;9.518395e-193;
33;2;3.803717e-194;1.292264e-194;9.309596e-193;
34;0;5.578639e-194;7.220998e-194;1.926939e-192;
34;1;3.127988e-195;-1.573979e-195;1.135936e-193;
34;2;-3.094467e-194;-2.547689e-194;-1.169673e-192;
35;0;-1.517499e-130;1.227488e-130;1.236152e-129;
35;1;5.486232e-131;-4.271847e-131;-3.828616e-130;
35;2;2.540638e-130;-2.035804e-130;-2.184198e-129;
36;0;-1.021137e-02;6.205069e-03;-1.110731e-01;
36;1;5.714413e-02;2.750883e-02;5.150728e-01;
36;2;1.204389e-03;-2.253999e-03;-8.870041e-02;
37;0;-7.486247e-17;-2.274296e-16;-6.755532e-15;
37;1;-5.630485e-17;-9.724553e-17;-9.883205e-16;
37;2;-1.371416e-16;-5.631847e-16;-1.148514e-14;
38;0;3.396043e-122;5.231365e-122;-1.722429e-120;
38;1;-3.096120e-122;-2.730953e-121;9.998259e-120;
38;2;-6.353028e-122;1.247263e-121;-5.482614e-120;
39;0;3.237972e-100;2.141887e-100;-6.086054e-99;
39;1;-7.020515e-100;-4.950160e-100;1.245008e-98;
39;2;3.252580e-101;7.111547e-101;-6.804052e-102;
40;0;-2.980829e-106;1.381215e-105;-3.271773e-104;
40;1;-3.358958e-106;1.341198e-105;-2.818475e-104;
40;2;3.275379e-106;-1.333150e-105;2.864297e-104;
41;0;1.026471e-26;7.013121e-26;9.654724e-25;
41;1;9.597049e-27;-2.533535e-26;-2.842294e-25;
41;2;5.325806e-27;-1.322718e-26;-1.704660e-25;
42;0;-1.515129e-02;1.283980e-03;2.197494e-01;
42;1;-9.643146e-03;6.644800e-04;1.263585e-01;
42;2;-1.550377e-02;-2.619815e-03;2.457101e-01;
43;0;-4.423083e-134;-1.884961e-133;3.739469e-132;
