Number of elem 14133 
0;0;-nan;-nan;-nan;
0;1;-nan;-nan;-nan;
0;2;-nan;-nan;-nan;
1;0;-nan;-nan;-nan;
1;1;-nan;-nan;-nan;
1;2;-nan;-nan;-nan;
2;0;-nan;-nan;-nan;
2;1;-nan;-nan;-nan;
2;2;-nan;-nan;-nan;
3;0;-nan;-nan;-nan;
3;1;-nan;-nan;-nan;
3;2;-nan;-nan;-nan;
4;0;-nan;-nan;-nan;
4;1;-nan;-nan;-nan;
4;2;-nan;-nan;-nan;
5;0;-nan;-nan;-nan;
5;1;-nan;-nan;-nan;
5;2;-nan;-nan;-nan;
6;0;-nan;-nan;-nan;
6;1;-nan;-nan;-nan;
6;2;-nan;-nan;-nan;
7;0;-nan;-nan;-nan;
7;1;-nan;-nan;-nan;
7;2;-nan;-nan;-nan;
8;0;-nan;-nan;-nan;
8;1;-nan;-nan;-nan;
8;2;-nan;-nan;-nan;
9;0;-nan;-nan;-nan;
9;1;-nan;-nan;-nan;
9;2;-nan;-nan;-nan;
10;0;-nan;-nan;-nan;
10;1;-nan;-nan;-nan;
10;2;-nan;-nan;-nan;
11;0;-nan;-nan;-nan;
11;1;-nan;-nan;-nan;
11;2;-nan;-nan;-nan;
12;0;-nan;-nan;-nan;
12;1;-nan;-nan;-nan;
12;2;-nan;-nan;-nan;
13;0;-nan;-nan;-nan;
13;1;-nan;-nan;-nan;
13;2;-nan;-nan;-nan;
14;0;-nan;-nan;-nan;
14;1;-nan;-nan;-nan;
14;2;-nan;-nan;-nan;
15;0;4.822222e+279;2.371320e+279;-1.196384e+281;
15;1;9.786839e+279;5.569985e+279;-2.398046e+281;
15;2;-2.277288e+280;-1.415338e+280;5.682879e+281;
16;0;-nan;-nan;-nan;
16;1;-nan;-nan;-nan;
16;2;-nan;-nan;-nan;
17;0;-nan;-nan;-nan;
17;1;-nan;-nan;-nan;
17;2;-nan;-nan;-nan;
18;0;-1.296233e+294;-3.240607e+294;-3.265644e+295;
18;1;1.951993e+293;1.537157e+294;1.107084e+295;
18;2;8.149994e+293;7.266635e+293;9.041273e+294;
19;0;-nan;-nan;-nan;
19;1;-nan;-nan;-nan;
19;2;-nan;-nan;-nan;
20;0;-nan;-nan;-nan;
20;1;-nan;-nan;-nan;
20;2;-nan;-nan;-nan;
21;0;-nan;-nan;-nan;
21;1;-nan;-nan;-nan;
21;2;-nan;-nan;-nan;
22;0;-nan;-nan;-nan;
22;1;-nan;-nan;-nan;
22;2;-nan;-nan;-nan;
23;0;-nan;-nan;-nan;
23;1;-nan;-nan;-nan;
23;2;-nan;-nan;-nan;
